"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"87299462557","1","THE PROJECT FOR IMPROVEMENT OF FACILITIES AT AWERE SECONDARY SCHOOL","2010-02-02","start-actual","2010-11-04","end-planned","Japan","JPN","Uganda","UGA","110","Education","Completion","2010","2010","59552.0","55079.741"
"87299462559","1","THE PROJECT FOR IMPROVEMENT OF ACCESS TO SAFE WATER IN BUKOMERO TOWN IN KIBOGA DISTRICT","2010-02-02","start-actual","2011-08-24","end-planned","Japan","JPN","Uganda","UGA","140","Water supply and sanitation","Completion","2010","2011","80085.0","70332.636"
"87299462558","1","THE PROJECT FOR CONSTRUCTION OF A DORMITORY BLOCK AT ST. ELIZABETH GIRLS' HOME FOR VOCATIONAL TRAINING","2010-02-02","start-actual","","end-planned","Japan","JPN","Uganda","UGA","110","Education","Completion","2010","2011","47646.0","42371.213"
"87299462563","1","THE PROJECT FOR IMPROVEMENT OF PRIMARY SCHOOLS' FACILITIES IN KASESE DISTRICT","2010-09-03","start-actual","","end-planned","Japan","JPN","Uganda","UGA","110","Education","Completion","2010","2011","73149.0","64410.001"
"87299462562","1","THE PROJECT FOR CONSTRUCTION OF SCIENCE LABORATORY BLOCK AT MWAMBA SECONDARY SCHOOL","2010-09-03","start-actual","","end-planned","Japan","JPN","Uganda","UGA","110","Education","Completion","2010","2011","82884.0","72968.08"
"87299462561","1","THE PROJECT FOR IMPROVEMENT OF ACCESS TO SAFE WATER IN SIRONKO DISTRICT","2010-09-03","start-actual","","end-planned","Japan","JPN","Uganda","UGA","140","Water supply and sanitation","Completion","2010","2011","35.105","51601690.931"
"87299462566","1","THE PROJECT FOR IMPROVEMENT OF ACCESS TO SAFE WATER AND SANITATION IN KYAKARAFA PARISH, KAMWENGE DISTRICT","2010-09-03","start-actual","2011-03-17","end-planned","Japan","JPN","Uganda","UGA","140","Water supply and sanitation","Completion","2010","2011","68816.0","60583.121"
"87299462568","1","THE PROJECT FOR IMPROVEMENT OF FACILITIES AT IBUJE SECONDARY SCHOOL","2010-03-17","start-actual","","end-planned","Japan","JPN","Uganda","UGA","110","Education","Completion","2010","2011","41852.0","37782.573"
"87299462569","1","THE PROJECT FOR CONSTRUCTION OF SCIENCE LABORATORY BLOCK AT RUBONA SECONDARY SCHOOL","2010-03-17","start-actual","","end-planned","Japan","JPN","Uganda","UGA","110","Education","Completion","2010","2011","71519.0","63724.971"
"87299462567","1","THE PROJECT FOR IMPROVEMENT OF PRIMARY SCHOOLS' FACILITIES IN KATAKWI DISTRICT","2010-03-17","start-actual","","end-planned","Japan","JPN","Uganda","UGA","110","Education","Completion","2010","2011","87131.0","75766.713"
"87299462572","1","THE PROJECT FOR CONSTRUCTION OF CLASSROOM BLOCKS AT 2 PRIMARY SCHOOLS IN ARUA DISTRICT","2008-08-12","start-actual","","end-planned","Japan","JPN","Uganda","UGA","110","Education","Completion","2008","2009","54.69","74964.935"
"87299462573","1","THE PROJECT FOR CONSTRUCTION OF CLASSROOM BLOCKS AT POPE JOHN PAUL II SECONDARY SCHOOL","2008-08-12","start-actual","2011-06-17","end-planned","Japan","JPN","Uganda","UGA","110","Education","Completion","2008","2011","78667.0","69594.421"
"87299462574","1","THE PROJECT FOR CONSTRUCTION OF MATERNITY BLOCK AT TAPAC HEALTH CENTER","2008-08-12","start-actual","","end-planned","Japan","JPN","Uganda","UGA","120","Health","Completion","2008","2008","66631.0","73256.964"
"87299462575","1","THE PROJECT FOR CONSTRUCTION OF CLASSROOM BLOCKS AT ST. JOHN BOSCO MWERUKA PRIMARY SCHOOL","2008-08-12","start-actual","2010-09-29","end-planned","Japan","JPN","Uganda","UGA","110","Education","Completion","2008","2010","88441.0","158088136.0"
"87299462576","1","THE PROJECT FOR CONSTRUCTION OF TRAINING CENTER FOR STRENGTHENING MIDWIVES' CAPACITY","2008-08-12","start-actual","2010-06-16","end-planned","Japan","JPN","Uganda","UGA","120","Health","Completion","2008","2010","88495.0","81549.858"
"87299462577","1","THE PROJECT FOR CONSTRUCTION OF CLASSROOM BLOCKS AND DESK PROCUREMENT FOR 10 PRIMARY SCHOOLS IN BUTALEJA DISTRICT","2009-01-08","start-actual","","end-planned","Japan","JPN","Uganda","UGA","110","Education","Completion","2009","2010","79078.0","62139.409"
"87299462578","1","THE PROJECT FOR CONSTRUCTION OF CLASSROOM BLOCKS IN 3 SCHOOLS IN BUSHENYI DISTRICT","2009-08-01","start-actual","","end-planned","Japan","JPN","Uganda","UGA","110","Education","Completion","2009","2010","85755.0","67479.411"
"87299462579","1","THE PROJECT FOR CONSTRUCTION OF CLASSROOM BLOCK AT FOUR PRIMARY SCHOOLS IN KYANGWALI REFUGEE CAMP","2009-08-01","start-actual","","end-planned","Japan","JPN","Uganda","UGA","110","Education","Completion","2009","2010","73489.0","72425.294"
"87299462580","1","THE PROJECT FOR IMPROVING ACCESS TO SAFE WATER IN MBALE DISTRICT","2009-08-01","start-actual","","end-planned","Japan","JPN","Uganda","UGA","140","Water supply and sanitation","Completion","2009","2010","84508.0","78812.128"
"87299462581","1","THE PROJECT FOR WATER PROVISION TO RWAKATERERE PRIMARY SCHOOL & SURROUNDING COMMUNITIES","2009-05-11","start-actual","","end-planned","Japan","JPN","Uganda","UGA","110","Education","Completion","2009","2010","28815.0","27814.017"
"87299462582","1","THE PROJECT FOR STREET LIGHTS INSTALLATION IN TORORO MUNICIPALITY","2009-03-11","start-actual","","end-planned","Japan","JPN","Uganda","UGA","210","Transport and storage","Completion","2009","2010","86138.0","86906.084"
"87299462583","1","THE PROJECT FOR IMPROVING GARBAGE COLLECTION IN FORT PORTAL MUNICIPALITY","2009-02-27","start-actual","","end-planned","Japan","JPN","Uganda","UGA","120","Health","Completion","2009","2009","63100.0","0.0"
"87299462584","1","PROJECT FOR IMPROVING AGRICULTURAL PRODUCTIVITY THROUGH PROMOTING ANIMAL TRACTION","2009-02-27","start-actual","2010-07-07","end-planned","Japan","JPN","Uganda","UGA","311","Agriculture","Completion","2009","2010","43968.0","0.0"
"87299462585","1","THE PROJECT FOR CONSTRUCTION OF A CLASSROOM BLOCK IN BUGALO COLLEGE BWIRYA","2009-11-03","start-actual","","end-planned","Japan","JPN","Uganda","UGA","110","Education","Completion","2009","2009","31832.0","0.0"
"87299462586","1","THE PROJECT FOR CONSTRUCTION OF CLASSROOM BLOCKS AT FIVE PRIMARY SCHOOLS IN KITGUM DISTRICT","2009-02-27","start-actual","","end-planned","Japan","JPN","Uganda","UGA","110","Education","Completion","2009","2009","201774.0","0.0"
"8729922382","1","STRENGTHENING MANAGEMENT OF GAS AND OIL SECTOR","2009-07-09","start-actual","2014-06-30","end-planned","Norway","NOR","Uganda","UGA","230","Energy generation and supply","Implementation","2009","2014","13296767.223","14503683.109"
"8729935467","0","ISIMBA HYDRO POWER PROJECT","2010-03-04","start-actual","2012-12-31","end-planned","Norway","NOR","Uganda","UGA","230","Energy generation and supply","Completion","2010","2012","3195228.458","3546149.591"
"8729935458","1","HOIMA-KAFU INTERCONNECTION","2010-02-04","start-actual","2011-12-31","end-planned","Norway","NOR","Uganda","UGA","230","Energy generation and supply","Implementation","2010","2011","1242588.845","2391222.469"
"87299462610","1","STRENGTHENING WOMEN ENTREPRENEURS PHASE II","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Implementation"," "," ","0.0","0.0"
"87299462617","1","NORWEGIAN NURSES ORGANISATION NNO 2009-2011","2009-07-01","start-actual","2011-12-31","end-planned","Norway","NOR","Uganda","UGA","120","Health","Completion","2009","2011","0.0","1696937.308"
"87299462618","1","DIGNI (BN) DEVELOPMENT CO-OPERATION 07-12","2007-07-01","start-actual","2012-12-31","end-planned","Norway","NOR","Uganda","UGA","120","Health","Completion","2007","2012","0.0","141562.365"
"87299462619","1","LIONS AID NORWAY MULTI-ANNUAL AGREEMENT 2010-2012","2010-07-01","start-actual","2012-12-31","end-planned","Norway","NOR","Uganda","UGA","120","Health","Completion","2010","2012","0.0","2587810.344"
"87299462620","1","OCHA CONSOLIDATED APPEAL UGANDA 2010","2010-01-29","start-actual","2011-10-03","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion","2010","2011","0.0","180219.146"
"87299462623","1","DDG. COMMUNITY SAFETY AND LIVELIHOODS IN UGANDA","2010-07-05","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2010","2011","0.0","735118.131"
"87299462624","0","WFP- SUPPORT TO KARAMOJA PRODUCTIVE ASS","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion","2011","2011","0.0","427394.262"
"87299462625","0","BEYOND JUBA","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","151","Government and civil society, general","Implementation","2011","2011","0.0","340205.833"
"87299462626","1","THE NORWEGIAN BAR ASSOCIATION","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","151","Government and civil society, general","Implementation","2012","2012","0.0","454035.39"
"87299462627","1","UN INTERNSHIP","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","151","Government and civil society, general","Implementation"," "," ","0.0","0.0"
"87299462628","1","CORE SUPPORT 2010","2010-01-25","start-actual","","end-planned","Norway","NOR","Uganda","UGA","151","Government and civil society, general","Completion","2010","2010","0.0","184939.222"
"87299462630","1","SUPPORT TO THE HUMAN RIGHTS CENTRE UGANDA","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","151","Government and civil society, general","Implementation","2011","2011","0.0","174662.281"
"87299462631","1","GOU TRANSITIONAL JUSTICE FIELD CONSULTATIONS","2010-07-28","start-actual","","end-planned","Norway","NOR","Uganda","UGA","151","Government and civil society, general","Completion","2010","2011","0.0","172809.993"
"87299462632","1","CIVIL SOCIETY LED PEACE BUILDING IN LRA AFFECTED AREAS","2006-11-01","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion","2006","2010","0.0","571630.323"
"87299462633","1","CONTINUED JUSTICE AND CONCILIATORY GESTURES IN THE NORTHERN REGION","2009-12-12","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2009","2011","0.0","1070774.669"
"87299462634","1","INTEGRATED COMMUNITY BASED CHILD PROTECTION","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion","2011","2011","0.0","239340.787"
"87299462635","1","EDUCATION FOR RECOVERY AND PROTECTION, NRC","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Implementation"," "," ","0.0","0.0"
"87299462636","1","LAND MINE VICTIMS RETURNING HOME","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion"," "," ","0.0","0.0"
"87299462637","0","NORWEGIAN SOCIETY FOR RURAL DEVELOPMENT 2010-2012","2010-01-26","start-actual","2012-12-31","end-planned","Norway","NOR","Uganda","UGA","311","Agriculture","Completion","2010","2012","0.0","6983013.577"
"87299462638","1","SAVE THE CHILDREN FRAME AGREEMENT CORE SUPPORT","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2011","2012","0.0","40179652.638"
"87299462639","1","POVERTY ALLEVIATION THROUGH COMMERCIALISATION OF AGRICULTURE","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","311","Agriculture","Completion","2011","2011","0.0","49577.734"
"87299462640","1","CARE COOPERATION AGREEMENT 2009-2013","2009-06-30","start-actual","2013-12-31","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2009","2013","0.0","1137160.12"
"87299462641","0","CARITAS NORGE FRAMEWORK AGREEMENT","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion","2012","2012","0.0","1137678.031"
"87299462642","0","LO FRAME AGREEMENT 2010","2010-01-01","start-actual","2011-06-30","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion","2010","2011","0.0","4660307.04"
"87299462643","1","EUREGAP CERTIFICATION IN UGANDA","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Implementation"," "," ","0.0","0.0"
"87299462644","0","COOPERATION BETWEEN CEC, FUE, AND NHO","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion","2011","2011","0.0","63254.35"
"87299462645","1","REVIEW AND APPRAISAL- EDUCATION AND SHELTER PROJECTS IN NORTHERN UGANDA","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion","2011","2011","0.0","11967.039"
"87299462647","0","UPRS- CMO FOR MUSIC","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion","2011","2011","0.0","22224.501"
"87299462648","0","MEMORIAL LANDSCAPES","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion","2011","2011","0.0","85478.852"
"87299462649","1","Str├╕mmeFOUNDATION FRAME AGREEMENT 2009-2013","2009-01-02","start-actual","2013-12-31","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2009","2013","0.0","899438.929"
"87299462650","0","SOS NORWAY COOPERATION AGREEMENT","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion","2011","2012","0.0","8272935.421"
"87299462651","1","FOKUS FRAME AGREEMENT 2010-2014","2010-01-04","start-actual","2014-12-31","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2010","2014","0.0","222701.769"
"87299462652","1","IDP RETURN AND RECOVERY PROCESS IN GULU, AMURU, OWAM","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion","2011","2011","0.0","623995.623"
"87299462653","1","IDP RETURN AND RECOVERY PROCESS IN KITGUM AND PADER","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion","2011","2011","0.0","820596.984"
"87299462654","1","IDP RETURN AND RECOVERY PROCESS IN LIRA","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion","2011","2011","0.0","555612.541"
"87299462657","1","RECOVERY FOR ACHOLI YOUTH","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","110","Education","Implementation","2011","2011","0.0","3656955.885"
"87299462656","1","SUPPORT TO UNFPA/PARTNERS GBV PREVENTION AND RESPONSE IN NORTH/EAST UGA PHASE 2","","start-actual","2014-01-31","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2011","2014","0.0","7777035.152"
"87299462659","1","ENTREPRENEURSHIP IN EDUCATION","","start-actual","2012-04-24","end-planned","Norway","NOR","Uganda","UGA","110","Education","Completion","2011","2012","0.0","502446.039"
"87299462660","1","UTGA-UGANDA TIMBER GROWERS ASSOCIATION","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","140","Water supply and sanitation","Implementation","2011","2012","0.0","1568087.672"
"87299462661","0","MERECP IMPLEMENTATION EAC","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","140","Water supply and sanitation","Completion","2011","2011","0.0","495777.344"
"87299462662","0","TEST PRODUCTION OF JATROPHA OIL AS OUTGROWER SCHEME","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","140","Water supply and sanitation","Completion","2011","2011","0.0","112283.978"
"87299462663","0","GREEN RESOURCES AS","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","140","Water supply and sanitation","Completion"," "," ","0.0","0.0"
"87299462664","0","Green Resources Oppl├ªring","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","140","Water supply and sanitation","Completion"," "," ","0.0","0.0"
"87299462697","1","LANDFILL GAS RECOVERY AND UTILISATION (PHASE I)","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","140","Water supply and sanitation","Implementation"," "," ","0.0","0.0"
"87299462698","0","ENVIRONMENTAL MOVEMENTS IN THE SOUTH","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","140","Water supply and sanitation","Completion","2011","2011","0.0","1923274.181"
"87299462700","0","POLICY SEMINAR ON THE CHALLENGES ASSOCIATED WITH THE OIL AND GAS SEMINAR","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","230","Energy generation and supply","Completion","2011","2011","0.0","174812.572"
"87299462702","1","GET FIT-SUPPORT TO RENEWABLE POWER PRODUCTION","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","230","Energy generation and supply","Implementation"," "," ","0.0","0.0"
"87299462703","0","ICGLR SPECIAL SUMMIT ON SGBV KAMPALA 2011","2011-01-01","start-actual","2011-12-31","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion","2011","2011","0.0","385910.749"
"87299462704","1","GENDER IN ENERGY","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","230","Energy generation and supply","Implementation","2011","2011","0.0","43853.494"
"87299462705","1","GENDER DIMENSIONS AND CLIMATE CHANGE","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","140","Water supply and sanitation","Implementation"," "," ","0.0","0.0"
"87299462706","0","PROCUREMENT EXPERT HOIMA-KAFU","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","230","Energy generation and supply","Completion"," "," ","0.0","0.0"
"87299462707","0","JOINT WATER & ENVIRONMENT SUPPORT PROG (JWESP)-PROCESS CONSULTANT","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","140","Water supply and sanitation","Implementation","2012","2012","0.0","62167.576"
"87299462708","1","MONITORING OF ENERGY PROGRAMME IMPLEMENTATION","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","230","Energy generation and supply","Implementation","2012","2012","0.0","1726.877"
"87299462709","0","SUPPORT TO TV DOCUMENTARY ""THE NILE QUEST""","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","140","Water supply and sanitation","Completion"," "," ","0.0","0.0"
"87299462710","0","REVIEW OF MAVAP","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","998","Unallocated/ unspecified","Completion"," "," ","0.0","0.0"
"87299462711","1","HUMANITARIAN RESPONSE TO YELLOW-FEVER CRISIS IN NORTHERN UGANDA","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","120","Health","Completion","2011","2011","0.0","180219.146"
"87299462712","1","CIVIL SOCIETY PEACE BUILDING IN NORTHERN UGANDA","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion","2011","2011","0.0","119670.393"
"87299462713","1","COMBATING GENDER-BASED VIOLENCE IN NORTHERN UGANDA THROUGH CASH TRANSFERS","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2011","2012","0.0","2377443.756"
"87299462714","0","COALITION FOR CONSTITUTIONAL AND CIVIL RIGHTS","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion"," "," ","0.0","0.0"
"87299462715","1","UETCL- STATNETT TWINNING- PHASE 3","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","230","Energy generation and supply","Implementation","2012","2012","0.0","202.941"
"87299462716","1","SR 1325 PEACE EXPO EVENT","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2011","2011","0.0","61394.891"
"87299462717","1","KARAMOJA: ANTI TRAFFICKING OF WOMEN AND CHILDREN, SAFE RETURN","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2011","2011","0.0","789362.896"
"87299462718","1","SUPPORT TO KARAMOJA PRODUCTIVE ASSET PROGRAMME 1","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion"," "," ","0.0","0.0"
"87299462719","0","RESEARCH PROJECT HUMAN RIGHTS ISSUES AND ATTITUDES","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2011","2012","0.0","291271.834"
"87299462720","0","UNMU PROFESSIONAL AND TRADE UNION EMPOWERMENT PROGRAM","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion"," "," ","0.0","0.0"
"87299462721","0","WWF COOPERATION PROGRAM","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","230","Energy generation and supply","Completion"," "," ","0.0","0.0"
"87299462722","1","STRENGTHENING RIGHTHOLDERS WITHIN COPYRIGHTS AND RELATED RIGHTS","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","151","Government and civil society, general","Implementation"," "," ","0.0","0.0"
"87299462723","0","CHILDREN TAKING THE LEAD:SPORT AND PLAY FOR HEALTHY DEVELOPMENT","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","120","Health","Completion"," "," ","0.0","0.0"
"87299462724","0","AFRICA ORGANISATIONAL DEVELOPMENT","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion"," "," ","0.0","0.0"
"87299462725","0","STRENGTHENING CHILD PROTECTION MECHANISMS IN UGANDA","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion"," "," ","0.0","0.0"
"87299462726","0","MUNICIPAL INTERNATIONAL COOPERATION","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion"," "," ","0.0","0.0"
"87299462727","1","NORWEGIAN HUMANIST ASSOCIATION","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2011","2012","0.0","284045.147"
"87299462728","0","ATLAS-ALLIANSEN AGREEMENT","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion"," "," ","0.0","0.0"
"87299462729","0","LIONS AID NORWAY EYE HEALTH UGANDA","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","120","Health","Completion"," "," ","0.0","0.0"
"87299462730","0","NORWEGIAN SOCIETY FOR RURAL DEVELOPMENT","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","311","Agriculture","Completion"," "," ","0.0","0.0"
"87299462732","0","CONSULTANCY-FOREST SECTOR GOVERNANCE","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","140","Water supply and sanitation","Completion"," "," ","0.0","0.0"
"87299462734","0","CIVIL SOCIETY LED CONCILIATION, LRA-DEMOBILIZATION AND PEACE BUILDING","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Implementation","2011","2012","0.0","2256024.638"
"87299462731","0","SAVE THE CHILDREN","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion"," "," ","0.0","0.0"
"87299462739","1","UGA05301 MINE ACTION PROG","2005-04-25","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","160","Other social infrastructure and services","Completion","2005","2005","0.0","0.0"
"87299462740","1","CRISIS MGMNT AND RECOVERY PRG","2007-08-07","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","160","Other social infrastructure and services","Completion","2007","2007","0.0","0.0"
"87299462747","0","UGANDA/UNDP/UNEP PARTNERSHIP INITIATIVE FOR THE IMPLEMENTATION OF STRATEGIC APPROACH TO INTERNATIONAL CHEMICALS MANAGEMENT (SAICM)","2007-01-01","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","151","Government and civil society, general","Completion","2007","2007","0.0","0.0"
"87299462749","0","EXTENDING WETLAND PROTECTED AREAS THROUGH COMMUNITY CONSERVATION INITIATIVES (COBWEB)","2007-01-01","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","140","Water supply and sanitation","Implementation","2007","2012","0.0","100000.0"
"87299462802","0","STRENGTHENING OVERSIGHT FUNCTIONS FOR ACCOUNTABLE SERVICE DELIVERY","2011-01-01","start-actual","2014-12-31","end-planned","United Nations Development Programme","DAC","Uganda","UGA","151","Government and civil society, general","Implementation","2011","2014","0.0","200000.0"
"87299462842","0","PROJECT INITIATION PLAN-POVERTY","2010-09-01","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","151","Government and civil society, general","Completion","2010","2010","0.0","0.0"
"87299462843","0","IMPROVING POLICIES AND REGULATIONS TO SUPPORT DEVELOPMENT OF MARKETS IN TOURISM","2011-08-01","start-actual","2014-12-31","end-planned","United Nations Development Programme","DAC","Uganda","UGA","331","Trade policy and regulations","Implementation","2011","2014","0.0","100000.0"
"87299462844","0","UGA06218 MDG COUNTRY REPORT","","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","151","Government and civil society, general","Completion"," "," ","0.0","0.0"
"87299462846","1","MILLENNIUM VILLAGES PROJECT 2","","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","151","Government and civil society, general","Implementation"," "," ","0.0","0.0"
"87299462845","0","MILLENNIUM VILLAGES PROJECT1 UGANDA-RAF/05/023","2006-08-23","start-actual","","end-planned","United Nations Development Programme","DAC","Uganda","UGA","151","Government and civil society, general","Completion","2006","2006","0.0","0.0"
"87299462851","0","SUPPORT FOR DEVLPT OF INCLUSIVE MKTS IN AGRIC AND TRADE SECTORS-00079650","2011-08-01","start-actual","2014-12-31","end-planned","United Nations Development Programme","DAC","Uganda","UGA","331","Trade policy and regulations","Implementation","2011","2014","0.0","0.0"
"87299462852","0","STRENGTHENING THE CAPACITY OF ECONOMIC DEVPT POLICY AND RESEARCH DEPT FOR EVIDENCE BASED ANALYTICAL RESEARCH-00080489","2011-10-01","start-actual","2014-12-31","end-planned","United Nations Development Programme","DAC","Uganda","UGA","151","Government and civil society, general","Implementation","2011","2014","0.0","100000.0"
"87299462862","0","SOCIAL PROTECTION PILOT CASH TRANSFER (MOGLSP-)","","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","160","Other social infrastructure and services","Implementation"," "," ","0.0","0.0"
"87299462865","1","OPM- UGANDA INVESTMENT AUTHORITY (PRDP)","2010-07-29","start-actual","2014-03-31","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation","2010","2014","0.0","777604.976"
"87299462866","1","OPM- NORTHERN UGANDA YOUTH DEVELOPMENT CENTRE (PRDP)","2010-07-29","start-actual","2014-03-31","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation","2010","2014","0.0","0.0"
"87299462868","0","SUPPORT TO URA ON OIL REVENUE TAXATION","","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation","2011","2012","0.0","262483.857"
"872992577","0","ALTERNATIVE ENERGY RESOURCES ASSESSMENT","2008-02-02","start-actual","2010-06-30","end-planned","Austria","AUT","Uganda","UGA","230","Energy generation and supply","Completion","2008","2010","32177.0","32177.0"
"87299462321","1","GENDER CAPITAL FOR PEACE RECOVERY AND DEVELOPMENT PLAN (PRDP) IMPLEMENTATION IN NORTHERN UGANDA","2009-01-12","start-actual","2011-12-31","end-planned","Austria","AUT","Uganda","UGA","160","Other social infrastructure and services","Completion","2009","2011","377763.157","0.0"
"8729922913","0","PROMOTION OF YOUTH AND CHILDREN","2000-08-10","start-actual","","end-planned","Germany","DEU","Uganda","UGA","160","Other social infrastructure and services","Completion","2000","2006","1652374.884","2439441.172"
"87299211279","0","STRENGTHENING MINISTRY OF GENDER, LABOUR AND SOCIAL DEVELOPMENT","2000-01-02","start-actual","","end-planned","Denmark/DANIDA|United Kingdom|United Nations Development Programme","DNK|GBR|DAC","Uganda","UGA","160","Other social infrastructure and services","Completion","1980","2003","8020599.657","7036085.223"
