"","NAME_0","NAME_1","NAME_2","NAME_3_unique","project_id","project_location_id","precision_code","geoname_id","place_name","location_type_code","location_type_name","gazetteer_adm_code","gazetteer_adm_name","location_class","geographic_exactness","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements","even_split_commitments","even_split_disbursements","NAME_3","NAME_0.id","NAME_1.id","NAME_2.id","NAME_3.id"
"727","Uganda","Jinja","Jinja","Mpumudde/Kimaka Jinja",87299381150,"87299381150_226894",1,226894,"Owen Falls Dam","DAM","dam","6295630|6255146|UG|00","Earth|Africa|Uganda|Owen Falls Dam",1,3,1,"OWEN FALLS - KAMPALA TRANSMISSION LINE","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","230","Energy generation and supply","Completion",1997,2000,18511871.652,18688044.972,6170623.884,6229348.324,"Mpumudde/Kimaka",1,11,66,665
"728","Uganda","Jinja","Jinja","Mpumudde/Kimaka Jinja",87299211147,"87299211147_8604719",1,8604719,"Kiira Hydreoelectric Power Station","PS","power station","6295630|6255146|UG|E|8604719","Earth|Africa|Uganda|Eastern Region|Kiira Hydreoelectric Power Station",1,3,1,"SUPPORT TO THERMAL POWER GENERATION","2007-06-27","start-actual","2013-12-13","end-planned","International Development Association|Norway","DAC|NOR","Uganda","UGA","230","Energy generation and supply","Completion",2007,2013,312574783.632,23737776.899,39071847.954,2967222.11238,"Mpumudde/Kimaka",1,11,66,665
"729","Uganda","Jinja","Kagoma","Buwenge Kagoma",87299462380,"87299462380_229303",1,229303,"Mawoito","PPL","populated place","6295630|6255146|UG|E|443335|229303","Earth|Africa|Uganda|Eastern Region|Jinja District|Mawoito",1,2,1,"TARGETED HIV/AIDS & LABORATORY SERVICES PROGRAM (THALAS)","2010-06-09","start-actual","2015-06-08","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2010,2015,19800000,9887500,2828571.42857,1412500,"Buwenge",1,11,71,213
"730","Uganda","Kabale","Kabale","Kabale Central Kabale",8729938854,"8729938854_233070",1,233070,"Kabale","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|W|443336|233070","Earth|Africa|Uganda|Western Region|Kabale District|Kabale",1,2,1,"ADB III POST PRIMARY EDUCATION EDUC & TRAINING","2006-07-09","start-actual","2012-12-31","end-planned","African Development Fund","DAC","Uganda","UGA","110","Education","Completion",2006,2012,29455081.001,31126919.891,685001.883744,723881.85793,"Kabale Central",1,12,68,295
"731","Uganda","Kabale","Kabale","Kabale Central Kabale",87299462377,"87299462377_233070",1,233070,"Kabale","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|W|443336|233070","Earth|Africa|Uganda|Western Region|Kabale District|Kabale",1,2,1,"STRENGTHENING PARTNERSHIPS, RESULTS, AND INNOVATIONS FOR NUTRITION GLOBALLY (SPRING)","2012-05-01","start-actual","2017-04-30","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2012,2017,6150000,0,125510.204082,0,"Kabale Central",1,12,68,295
"732","Uganda","Kabale","Kabale","Kabale Central Kabale",87299464965,"87299464965_227915",2,227915,"Ndorwa County","ADM3","third-order administrative division","6295630|6255146|UG|W|443336|227915","Earth|Africa|Uganda|Western Region|Kabale District|Ndorwa County",1,1,1,"REGIONAL OUTREACH ADDRESSING HIV/AIDS THROUGH DEVELOPMENT STRATEGIES (ROADS PROJECT)","2011-04-01","start-actual","2013-12-31","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2011,2013,0,0,0,0,"Kabale Central",1,12,68,295
"733","Uganda","Kabale","Kabale","Kabale Central Kabale",872992564,"872992564_233070",1,233070,"Kabale","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|W|443336|233070","Earth|Africa|Uganda|Western Region|Kabale District|Kabale",1,2,1,"NATIONAL ENVIRONMENT MANAGEMENT AUTHORITY (NEMA)","2008-10-10","start-actual","2011-11-30","end-planned","International Development Association","DAC","Uganda","UGA","140","Water supply and sanitation","Implementation",2001,2012,230993841.702,15131848.667,25665982.4113,1681316.51856,"Kabale Central",1,12,68,295
"734","Uganda","Kabale","Kabale","Kabale Southern Kabale",87299462380,"87299462380_7732229",2,7732229,"Kabale Municipality","ADM3","third-order administrative division","6295630|6255146|UG|W|443336|7732229","Earth|Africa|Uganda|Western Region|Kabale District|Kabale Municipality",1,1,1,"TARGETED HIV/AIDS & LABORATORY SERVICES PROGRAM (THALAS)","2010-06-09","start-actual","2015-06-08","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2010,2015,19800000,9887500,2828571.42857,1412500,"Kabale Southern",1,12,68,297
"735","Uganda","Kabale","Rubanda","Bubaare Rubanda",8729938740,"8729938740_443336",3,443336,"Kabale District","ADM2","second-order administrative division","6295630|6255146|UG|W|443336","Earth|Africa|Uganda|Western Region|Kabale District",1,1,1,"RURAL WATER SUPPLY $ SANITATION","2006-01-23","start-actual","2010-12-31","end-planned","African Development Fund","DAC","Uganda","UGA","140","Water supply and sanitation","Completion",2006,2010,58910162.002,62374450.898,525983.589304,556914.740161,"Bubaare",1,12,144,82
"736","Uganda","Kabale","Rubanda","Bubaare Rubanda",8729928118,"8729928118_443336",3,443336,"Kabale District","ADM2","second-order administrative division","6295630|6255146|UG|W|443336","Earth|Africa|Uganda|Western Region|Kabale District",1,1,1,"L.VICTORIA ENVIRONMENT MANAGEMENT PROJECT","2010-01-28","start-actual","2013-06-30","end-planned","International Development Association","DAC","Uganda","UGA","140","Water supply and sanitation","Implementation",2009,2013,28070175.438,9910580.346,1122807.01752,396423.21384,"Bubaare",1,12,144,82
"737","Uganda","Kabale","Rubanda","Bubaare Rubanda",8729924579,"8729924579_443336",3,443336,"Kabale District","ADM2","second-order administrative division","6295630|6255146|UG|W|443336","Earth|Africa|Uganda|Western Region|Kabale District",1,1,1,"UGANDA HIV/AIDS CONTROL PROJECT","2001-05-14","start-actual","","end-planned","International Development Association","DAC","Uganda","UGA","120","Health","Completion",2001,2007,48129032.258,44965761.017,1552549.42768,1450508.4199,"Bubaare",1,12,144,82
"738","Uganda","Kabale","Rubanda","Bubaare Rubanda",87299463388,"87299463388_443336",3,443336,"Kabale District","ADM2","second-order administrative division","6295630|6255146|UG|W|443336","Earth|Africa|Uganda|Western Region|Kabale District",1,1,1,"SECURING A STRONGER FUTURE FOR POOR AND DISADVANTAGED GROUPS AT HIGH RISK OF MORTALITY AND MORBIDITY IN 18 DISTRICTS IN UGANDA","2006-12-19","start-actual","","end-planned","European Union","DAC","Uganda","UGA","120","Health","Completion",2006,2012,876544.137,909683.489,48696.8965,50537.9716111,"Bubaare",1,12,144,82
"739","Uganda","Kabale","Rubanda","Bubaare Rubanda",87299462391,"87299462391_443336",3,443336,"Kabale District","ADM2","second-order administrative division","6295630|6255146|UG|W|443336","Earth|Africa|Uganda|Western Region|Kabale District",1,1,1,"SECURING UGANDA'S RIGHTS TO ESSENTIAL MEDICINES PROGRAM (SURE)","","start-actual","2014-07-16","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,37830000,12161000,630500,202683.333333,"Bubaare",1,12,144,82
"740","Uganda","Kabale","Rubanda","Bubaare Rubanda",8729932236,"8729932236_443336",3,443336,"Kabale District","ADM2","second-order administrative division","6295630|6255146|UG|W|443336","Earth|Africa|Uganda|Western Region|Kabale District",1,1,1,"SEXUAL AND REPRODUCTIVE HEALTH","2007-10-23","start-actual","2012-03-31","end-planned","International Development Association","DAC","Uganda","UGA","120","Health","Implementation",2007,2012,4300000,3007233,186956.521739,130749.26087,"Bubaare",1,12,144,82
"741","Uganda","Kabale","Rubanda","Bubaare Rubanda",8729931295,"8729931295_443336",3,443336,"Kabale District","ADM2","second-order administrative division","6295630|6255146|UG|W|443336","Earth|Africa|Uganda|Western Region|Kabale District",1,1,1,"NORTHERN CORRIDOR- MBARARA-KATUNA ROAD","2010-05-04","start-actual","2018-05-04","end-planned","European Union","DAC","Uganda","UGA","210","Transport and storage","Implementation",2010,2018,173024523.16,62525084.223,57674841.0533,20841694.741,"Bubaare",1,12,144,82
"742","Uganda","Kabale","Rubanda","Bubaare Rubanda",8729926108,"8729926108_443336",3,443336,"Kabale District","ADM2","second-order administrative division","6295630|6255146|UG|W|443336","Earth|Africa|Uganda|Western Region|Kabale District",1,1,1,"EAST AFRICA TRADE & TRANSPORT FACILITATION PROJECT","2002-02-07","start-actual","2011-06-30","end-planned","International Development Association","DAC","Uganda","UGA","331","Trade policy and regulations","Implementation",2001,2013,45513733.65,23340976.545,3792811.1375,1945081.37875,"Bubaare",1,12,144,82
"743","Uganda","Kabale","Rubanda","Bufundi Rubanda",87299462403,"87299462403_234623",1,234623,"Bufundi","PPL","populated place","6295630|6255146|UG|W|443336|234623","Earth|Africa|Uganda|Western Region|Kabale District|Bufundi",1,2,1,"COMM. BASED HIV/AIDS PREVENTION, CARE, AND SUPPORT SERVICES","2009-08-24","start-actual","2014-08-23","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5e+06,2540000,333333.333333,169333.333333,"Bufundi",1,12,144,97
"744","Uganda","Kabale","Rubanda","Bufundi Rubanda",87299462365,"87299462365_232049",1,232049,"Kashasha","STM","stream","6295630|6255146|UG|W|443336|232049","Earth|Africa|Uganda|Western Region|Kabale District|Kashasha",1,4,1,"COMMUNITY CONNECTOR","2011-12-14","start-actual","2016-12-13","end-planned","United States of America","USA","Uganda","UGA","311","Agriculture","Implementation",2011,2016,23310000,2110000,271046.511628,24534.8837209,"Bufundi",1,12,144,97
"745","Uganda","Kabale","Rubanda","Hamurwa Rubanda",87299462355,"87299462355_7732414",1,7732414,"Hamurwa","ADM4","fourth-order administrative division","6295630|6255146|UG|W|443336|226689|7732414","Earth|Africa|Uganda|Western Region|Kabale District|Rubanda County|Hamurwa",1,1,1,"STRENGTHENING DECENTRALIZATION FOR SUSTAINABILITY (SDS)","2010-04-19","start-actual","2015-04-17","end-planned","United States of America","USA","Uganda","UGA","151","Government and civil society, general","Implementation",2010,2015,39990270,12090800,571289.571429,172725.714286,"Hamurwa",1,12,144,266
"746","Uganda","Kabale","Rubanda","Hamurwa Rubanda",87299462365,"87299462365_7732414",1,7732414,"Hamurwa","ADM4","fourth-order administrative division","6295630|6255146|UG|W|443336|226689|7732414","Earth|Africa|Uganda|Western Region|Kabale District|Rubanda County|Hamurwa",1,1,1,"COMMUNITY CONNECTOR","2011-12-14","start-actual","2016-12-13","end-planned","United States of America","USA","Uganda","UGA","311","Agriculture","Implementation",2011,2016,23310000,2110000,271046.511628,24534.8837209,"Hamurwa",1,12,144,266
"747","Uganda","Kabale","Rubanda","Hamurwa Rubanda",87299462355,"87299462355_226689",2,226689,"Rubanda County","ADM3","third-order administrative division","6295630|6255146|UG|W|443336|226689","Earth|Africa|Uganda|Western Region|Kabale District|Rubanda County",1,1,1,"STRENGTHENING DECENTRALIZATION FOR SUSTAINABILITY (SDS)","2010-04-19","start-actual","2015-04-17","end-planned","United States of America","USA","Uganda","UGA","151","Government and civil society, general","Implementation",2010,2015,39990270,12090800,571289.571429,172725.714286,"Hamurwa",1,12,144,266
"748","Uganda","Kabale","Rubanda","Ikumba Rubanda",87299462365,"87299462365_227508",1,227508,"Nyakabungo","PPL","populated place","6295630|6255146|UG|W|443336|227508","Earth|Africa|Uganda|Western Region|Kabale District|Nyakabungo",1,2,1,"COMMUNITY CONNECTOR","2011-12-14","start-actual","2016-12-13","end-planned","United States of America","USA","Uganda","UGA","311","Agriculture","Implementation",2011,2016,23310000,2110000,271046.511628,24534.8837209,"Ikumba",1,12,144,278
"749","Uganda","Kabale","Rubanda","Ikumba Rubanda",87299462365,"87299462365_227436",1,227436,"Nyamabale","PPL","populated place","6295630|6255146|UG|W|443336|227436","Earth|Africa|Uganda|Western Region|Kabale District|Nyamabale",1,2,1,"COMMUNITY CONNECTOR","2011-12-14","start-actual","2016-12-13","end-planned","United States of America","USA","Uganda","UGA","311","Agriculture","Implementation",2011,2016,23310000,2110000,271046.511628,24534.8837209,"Ikumba",1,12,144,278
"750","Uganda","Kabale","Rubanda","Ikumba Rubanda",87299462365,"87299462365_233240",1,233240,"Ikumba","PPL","populated place","6295630|6255146|UG|W|443336|233240","Earth|Africa|Uganda|Western Region|Kabale District|Ikumba",1,2,1,"COMMUNITY CONNECTOR","2011-12-14","start-actual","2016-12-13","end-planned","United States of America","USA","Uganda","UGA","311","Agriculture","Implementation",2011,2016,23310000,2110000,271046.511628,24534.8837209,"Ikumba",1,12,144,278
"751","Uganda","Kabale","Rubanda","Ikumba Rubanda",87299462403,"87299462403_233240",1,233240,"Ikumba","PPL","populated place","6295630|6255146|UG|W|443336|233240","Earth|Africa|Uganda|Western Region|Kabale District|Ikumba",1,2,1,"COMM. BASED HIV/AIDS PREVENTION, CARE, AND SUPPORT SERVICES","2009-08-24","start-actual","2014-08-23","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5e+06,2540000,333333.333333,169333.333333,"Ikumba",1,12,144,278
"752","Uganda","Kabale","Rubanda","Ikumba Rubanda",87299462365,"87299462365_228752",1,228752,"Musanje","MT","mountain","6295630|6255146|UG|W|443336|228752","Earth|Africa|Uganda|Western Region|Kabale District|Musanje",1,4,1,"COMMUNITY CONNECTOR","2011-12-14","start-actual","2016-12-13","end-planned","United States of America","USA","Uganda","UGA","311","Agriculture","Implementation",2011,2016,23310000,2110000,271046.511628,24534.8837209,"Ikumba",1,12,144,278
"753","Uganda","Kabale","Rubanda","Muko Rubanda",87299462365,"87299462365_228866",1,228866,"Muko","PPL","populated place","6295630|6255146|UG|W|443336|228866","Earth|Africa|Uganda|Western Region|Kabale District|Muko",1,2,1,"COMMUNITY CONNECTOR","2011-12-14","start-actual","2016-12-13","end-planned","United States of America","USA","Uganda","UGA","311","Agriculture","Implementation",2011,2016,23310000,2110000,271046.511628,24534.8837209,"Muko",1,12,144,676
"754","Uganda","Kabale","Rubanda","Muko Rubanda",87299462403,"87299462403_228866",1,228866,"Muko","PPL","populated place","6295630|6255146|UG|W|443336|228866","Earth|Africa|Uganda|Western Region|Kabale District|Muko",1,2,1,"COMM. BASED HIV/AIDS PREVENTION, CARE, AND SUPPORT SERVICES","2009-08-24","start-actual","2014-08-23","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5e+06,2540000,333333.333333,169333.333333,"Muko",1,12,144,676
"755","Uganda","Kabale","Rubanda","Muko Rubanda",87299462365,"87299462365_226690",2,226690,"Rubanda","PPL","populated place","6295630|6255146|UG|W|443336|226690","Earth|Africa|Uganda|Western Region|Kabale District|Rubanda",2,2,1,"COMMUNITY CONNECTOR","2011-12-14","start-actual","2016-12-13","end-planned","United States of America","USA","Uganda","UGA","311","Agriculture","Implementation",2011,2016,23310000,2110000,271046.511628,24534.8837209,"Muko",1,12,144,676
"756","Uganda","Kabale","Rukiga","Bukinda Rukiga",87299462514,"87299462514_234392",1,234392,"Bukinda","PPL","populated place","6295630|6255146|UG|W|443336|234392","Earth|Africa|Uganda|Western Region|Kabale District|Bukinda",1,2,1,"THE PROJECT FOR CONSTRUCTION OF ROTOM HEALTH CENTRE IN KABALE DISTRICT","2011-10-11","start-actual","","end-planned","Japan","JPN","Uganda","UGA","120","Health","Completion",2011,2013,100067,235157450,100067,235157450,"Bukinda",1,12,147,129
"757","Uganda","Kabarole","Bunyangabu","Buhesi Bunyangabu",87299462569,"87299462569_226673",1,226673,"Rubona","PPL","populated place","6295630|6255146|UG|W|443337|226673","Earth|Africa|Uganda|Western Region|Kabarole District|Rubona",1,2,1,"THE PROJECT FOR CONSTRUCTION OF SCIENCE LABORATORY BLOCK AT RUBONA SECONDARY SCHOOL","2010-03-17","start-actual","","end-planned","Japan","JPN","Uganda","UGA","110","Education","Completion",2010,2011,71519,63724.971,71519,63724.971,"Buhesi",1,13,35,115
"758","Uganda","Kabarole","Bunyangabu","Kibiito Bunyangabu",87299463414,"87299463414_231562",1,231562,"Kibiito","PPL","populated place","6295630|6255146|UG|W|443337|231562","Earth|Africa|Uganda|Western Region|Kabarole District|Kibiito",1,2,1,"LOCAL GOVERNANCE EMPOWERMENT PROGRAM","2008-12-16","start-actual","2012-07-01","end-planned","European Union","DAC","Uganda","UGA","151","Government and civil society, general","Completion",2008,2012,407162.237,388552.656,22620.1242778,21586.2586667,"Kibiito",1,13,35,445
"759","Uganda","Kabarole","Bunyangabu","Kisomoro Bunyangabu",87299463414,"87299463414_230996",1,230996,"Kisimoro","PPL","populated place","6295630|6255146|UG|W|443337|230996","Earth|Africa|Uganda|Western Region|Kabarole District|Kisimoro",1,2,1,"LOCAL GOVERNANCE EMPOWERMENT PROGRAM","2008-12-16","start-actual","2012-07-01","end-planned","European Union","DAC","Uganda","UGA","151","Government and civil society, general","Completion",2008,2012,407162.237,388552.656,22620.1242778,21586.2586667,"Kisomoro",1,13,35,490
"760","Uganda","Kabarole","Burahya","Bukuku Burahya",87299463414,"87299463414_234347",1,234347,"Bukuku","PPL","populated place","6295630|6255146|UG|W|443337|234347","Earth|Africa|Uganda|Western Region|Kabarole District|Bukuku",1,2,1,"LOCAL GOVERNANCE EMPOWERMENT PROGRAM","2008-12-16","start-actual","2012-07-01","end-planned","European Union","DAC","Uganda","UGA","151","Government and civil society, general","Completion",2008,2012,407162.237,388552.656,22620.1242778,21586.2586667,"Bukuku",1,13,38,134
"761","Uganda","Kabarole","Burahya","Busoro Burahya",87299463394,"87299463394_8629021",1,8629021,"Busoro","PPL","populated place","6295630|6255146|UG|W|8629021","Earth|Africa|Uganda|Western Region|Busoro",1,2,1,"ENHANCING CIVIC COMPETENCE TO INFLUENCE LOCAL GOVERNMENT PLANNING & FEEDBACK PROCESSES IN RWENZORI REGION","2008-12-03","start-actual","2011-06-30","end-planned","European Union","DAC","Uganda","UGA","151","Government and civil society, general","Completion",2008,2011,464092.964,518386.601,24425.9454737,27283.5053158,"Busoro",1,13,38,190
"762","Uganda","Kabarole","Burahya","Kichwamba Burahya",8729924486,"8729924486_8643314",1,8643314,"Kihondo","ADM5","fifth-order administrative division","6295630|6255146|UG|W|8643314","Earth|Africa|Uganda|Western Region|Kihondo",1,1,1,"DEVELOPMENT OF BTVET","2010-06-30","start-actual","2014-12-31","end-planned","Arab Bank for Economic Development in Africa|Belgium|Germany|Islamic Development Bank|Kuwait Fund for Development|Organisation of Petroleum Exporting Countries|Saudi Fund for Development|South Korea","DAC|BEL|DEU|DAC|KWT|DAC|SAU|KOR","Uganda","UGA","110","Education","Implementation",2003,2014,131540098.492,1798307.994,21923349.7487,299717.999,"Kichwamba",1,13,38,450
"763","Uganda","Kabarole","Burahya","Mugusu Burahya",87299463394,"87299463394_228911",1,228911,"Mugusu","PPL","populated place","6295630|6255146|UG|W|443337|228911","Earth|Africa|Uganda|Western Region|Kabarole District|Mugusu",1,2,1,"ENHANCING CIVIC COMPETENCE TO INFLUENCE LOCAL GOVERNMENT PLANNING & FEEDBACK PROCESSES IN RWENZORI REGION","2008-12-03","start-actual","2011-06-30","end-planned","European Union","DAC","Uganda","UGA","151","Government and civil society, general","Completion",2008,2011,464092.964,518386.601,24425.9454737,27283.5053158,"Mugusu",1,13,38,673
"764","Uganda","Kabarole","Burahya","Ruteete Burahya",87299463394,"87299463394_8628977",1,8628977,"Ruteete","PPL","populated place","6295630|6255146|UG|W|8628977","Earth|Africa|Uganda|Western Region|Ruteete",1,2,1,"ENHANCING CIVIC COMPETENCE TO INFLUENCE LOCAL GOVERNMENT PLANNING & FEEDBACK PROCESSES IN RWENZORI REGION","2008-12-03","start-actual","2011-06-30","end-planned","European Union","DAC","Uganda","UGA","151","Government and civil society, general","Completion",2008,2011,464092.964,518386.601,24425.9454737,27283.5053158,"Ruteete",1,13,38,906
"765","Uganda","Kabarole","Fort Portal","Eastern Fort Portal",8729925555,"8729925555_443337",3,443337,"Kabarole District","ADM2","second-order administrative division","6295630|6255146|UG|W|443337","Earth|Africa|Uganda|Western Region|Kabarole District",1,1,1,"UPGRADING FORTPORTAL-BUNDIBUGYO-LAMIA ROAD","2010-01-20","start-actual","2013-12-31","end-planned","African Development Fund","DAC","Uganda","UGA","210","Transport and storage","Implementation",2008,2013,91194968.553,75751492.743,30398322.851,25250497.581,"Eastern",1,13,59,254
"766","Uganda","Kabarole","Fort Portal","Eastern Fort Portal",87299463388,"87299463388_443337",3,443337,"Kabarole District","ADM2","second-order administrative division","6295630|6255146|UG|W|443337","Earth|Africa|Uganda|Western Region|Kabarole District",1,1,1,"SECURING A STRONGER FUTURE FOR POOR AND DISADVANTAGED GROUPS AT HIGH RISK OF MORTALITY AND MORBIDITY IN 18 DISTRICTS IN UGANDA","2006-12-19","start-actual","","end-planned","European Union","DAC","Uganda","UGA","120","Health","Completion",2006,2012,876544.137,909683.489,48696.8965,50537.9716111,"Eastern",1,13,59,254
"767","Uganda","Kabarole","Fort Portal","Eastern Fort Portal",8729938740,"8729938740_443337",3,443337,"Kabarole District","ADM2","second-order administrative division","6295630|6255146|UG|W|443337","Earth|Africa|Uganda|Western Region|Kabarole District",1,1,1,"RURAL WATER SUPPLY $ SANITATION","2006-01-23","start-actual","2010-12-31","end-planned","African Development Fund","DAC","Uganda","UGA","140","Water supply and sanitation","Completion",2006,2010,58910162.002,62374450.898,525983.589304,556914.740161,"Eastern",1,13,59,254
"768","Uganda","Kabarole","Fort Portal","Eastern Fort Portal",87299462391,"87299462391_443337",3,443337,"Kabarole District","ADM2","second-order administrative division","6295630|6255146|UG|W|443337","Earth|Africa|Uganda|Western Region|Kabarole District",1,1,1,"SECURING UGANDA'S RIGHTS TO ESSENTIAL MEDICINES PROGRAM (SURE)","","start-actual","2014-07-16","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,37830000,12161000,630500,202683.333333,"Eastern",1,13,59,254
"769","Uganda","Kabarole","Fort Portal","Eastern Fort Portal",8729935564,"8729935564_443337",3,443337,"Kabarole District","ADM2","second-order administrative division","6295630|6255146|UG|W|443337","Earth|Africa|Uganda|Western Region|Kabarole District",1,1,1,"ENVIRONMENT MANAGEMENT CAPACITY BUILDING","1996-03-31","start-actual","2002-02-28","end-planned","International Development Association","DAC","Uganda","UGA","140","Water supply and sanitation","Completion",1995,2012,32883766.133,31625017.986,2529520.47177,2432693.69123,"Eastern",1,13,59,254
"770","Uganda","Kabarole","Fort Portal","Eastern Fort Portal",87299464780,"87299464780_443337",3,443337,"Kabarole District","ADM2","second-order administrative division","6295630|6255146|UG|W|443337","Earth|Africa|Uganda|Western Region|Kabarole District",1,1,1,"INSTITUTIONAL CAPACITY BUILDING-MOH","2011-06-01","start-actual","2015-12-31","end-planned","Sweden","SWE","Uganda","UGA","120","Health","Implementation",2011,2015,0,0,0,0,"Eastern",1,13,59,254
"771","Uganda","Kabarole","Fort Portal","Eastern Fort Portal",87299463414,"87299463414_443337",3,443337,"Kabarole District","ADM2","second-order administrative division","6295630|6255146|UG|W|443337","Earth|Africa|Uganda|Western Region|Kabarole District",1,1,1,"LOCAL GOVERNANCE EMPOWERMENT PROGRAM","2008-12-16","start-actual","2012-07-01","end-planned","European Union","DAC","Uganda","UGA","151","Government and civil society, general","Completion",2008,2012,407162.237,388552.656,22620.1242778,21586.2586667,"Eastern",1,13,59,254
"772","Uganda","Kabarole","Fort Portal","Eastern Fort Portal",8729932236,"8729932236_443337",3,443337,"Kabarole District","ADM2","second-order administrative division","6295630|6255146|UG|W|443337","Earth|Africa|Uganda|Western Region|Kabarole District",1,1,1,"SEXUAL AND REPRODUCTIVE HEALTH","2007-10-23","start-actual","2012-03-31","end-planned","International Development Association","DAC","Uganda","UGA","120","Health","Implementation",2007,2012,4300000,3007233,186956.521739,130749.26087,"Eastern",1,13,59,254
"773","Uganda","Kabarole","Fort Portal","Eastern Fort Portal",8729938854,"8729938854_443337",3,443337,"Kabarole District","ADM2","second-order administrative division","6295630|6255146|UG|W|443337","Earth|Africa|Uganda|Western Region|Kabarole District",1,1,1,"ADB III POST PRIMARY EDUCATION EDUC & TRAINING","2006-07-09","start-actual","2012-12-31","end-planned","African Development Fund","DAC","Uganda","UGA","110","Education","Completion",2006,2012,29455081.001,31126919.891,685001.883744,723881.85793,"Eastern",1,13,59,254
"774","Uganda","Kabarole","Fort Portal","Eastern Fort Portal",87299223558,"87299223558_443337",3,443337,"Kabarole District","ADM2","second-order administrative division","6295630|6255146|UG|W|443337","Earth|Africa|Uganda|Western Region|Kabarole District",1,1,1,"RSISTAP - STUDIES","","start-actual","","end-planned","International Development Association","DAC","Uganda","UGA","210","Transport and storage","Completion",1998,2008,29268292.682,21564609.164,791034.937351,582827.274703,"Eastern",1,13,59,254
"775","Uganda","Kabarole","Fort Portal","Eastern Fort Portal",8729922214,"8729922214_443337",3,443337,"Kabarole District","ADM2","second-order administrative division","6295630|6255146|UG|W|443337","Earth|Africa|Uganda|Western Region|Kabarole District",1,1,1,"APPROPRIATE RENEWABLE TECHNOLOGIES","2011-02-01","start-actual","","end-planned","Islamic Development Bank","DAC","Uganda","UGA","151","Government and civil society, general","Implementation",2011,2012,253000,108275,19461.5384615,8328.84615385,"Eastern",1,13,59,254
"776","Uganda","Kabarole","Fort Portal","Eastern Fort Portal",8729924579,"8729924579_443337",3,443337,"Kabarole District","ADM2","second-order administrative division","6295630|6255146|UG|W|443337","Earth|Africa|Uganda|Western Region|Kabarole District",1,1,1,"UGANDA HIV/AIDS CONTROL PROJECT","2001-05-14","start-actual","","end-planned","International Development Association","DAC","Uganda","UGA","120","Health","Completion",2001,2007,48129032.258,44965761.017,1552549.42768,1450508.4199,"Eastern",1,13,59,254
"777","Uganda","Kabarole","Fort Portal","Southern Fort Portal",87299462380,"87299462380_7732226",2,7732226,"Fort Portal Municipality","ADM3","third-order administrative division","6295630|6255146|UG|W|443337|7732226","Earth|Africa|Uganda|Western Region|Kabarole District|Fort Portal Municipality",1,1,1,"TARGETED HIV/AIDS & LABORATORY SERVICES PROGRAM (THALAS)","2010-06-09","start-actual","2015-06-08","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2010,2015,19800000,9887500,2828571.42857,1412500,"Southern",1,13,59,930
"778","Uganda","Kabarole","Fort Portal","Southern Fort Portal",87299462417,"87299462417_7732226",2,7732226,"Fort Portal Municipality","ADM3","third-order administrative division","6295630|6255146|UG|W|443337|7732226","Earth|Africa|Uganda|Western Region|Kabarole District|Fort Portal Municipality",1,1,1,"SUSTAIN (HIV/AIDS)","2010-06-11","start-actual","2015-06-10","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2010,2015,3.2e+07,15901000,2e+06,993812.5,"Southern",1,13,59,930
"779","Uganda","Kabarole","Fort Portal","Southern Fort Portal",8729925555,"8729925555_7732226",2,7732226,"Fort Portal Municipality","ADM3","third-order administrative division","6295630|6255146|UG|W|443337|7732226","Earth|Africa|Uganda|Western Region|Kabarole District|Fort Portal Municipality",1,1,1,"UPGRADING FORTPORTAL-BUNDIBUGYO-LAMIA ROAD","2010-01-20","start-actual","2013-12-31","end-planned","African Development Fund","DAC","Uganda","UGA","210","Transport and storage","Implementation",2008,2013,91194968.553,75751492.743,30398322.851,25250497.581,"Southern",1,13,59,930
